ISIN,FISN,CFI,DTI,Linked DTI(s),DTI Long Name,DTI Short Name,DTI Status,Type,Added Date,Amended Date
XTQ23V3LSP03,ETHEREUM/ETH,TMXXXX,Q23V3LSP0,V21R899BV,Ethereum,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XT957ZS5PDR2,ETH VIA CHANNEL 0/ETH,TMXXXX,957ZS5PDR,N8X51TRM5,ETH via channel 0,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTQ0BM77K237,ETHEREUM TOKEN/ETH,TMXXXX,Q0BM77K23,ZS04VSPWD,Ethereum Token,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTCQJXB02L20,ETHER/ETH,TMXXXX,CQJXB02L2,LWKPW76T7,Ether,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTJ0PQV2R151,ETH ON ELASTOS/ETH,TMXXXX,J0PQV2R15,H0LJRXZLZ,ETH on Elastos,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTGDQGQPQMZ7,KCC PEG ETHER/ETH,TMXXXX,GDQGQPQMZ,4MR17CJVF,KCC Peg Ether,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTVFV5PXF6M9,ETHEREUM/ETH,TMXXXX,VFV5PXF6M,4HDVQ4KGN,Ethereum,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTDZGDDSKHS5,ETHER/ETH,TMXXXX,DZGDDSKHS,W0GSHFPZB,Ether,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XT2QDD9MBK52,ETHEREUM/ETH,TMXXXX,2QDD9MBK5,1STM49Z4L,Ethereum,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTSQN3VX3664,ETHER/ETH,TMXXXX,SQN3VX366,9SQHXFJ6V,Ether,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTD38CB5DBC6,ETHEREUM/ETH,TMXXXX,D38CB5DBC,BD65FR7K0,Ethereum,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTMN7ZK7N7Q0,ETH/ETH,TMXXXX,MN7ZK7N7Q,L6V0QQ9WB,ETH,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTSGJH43Q733,ETHER/ETH,TMXXXX,SGJH43Q73,PJTFF3BDT,Ether,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTV2BNPX03P5,ETHER/ETH,TMXXXX,V2BNPX03P,GH19PKSH8,Ether,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XT1RL98Z06Z8,HECO PEG ETH TOKEN/ETH,TMXXXX,1RL98Z06Z,GZRP68KLN,Heco Peg ETH Token,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XTK5JM47G2B6,ETHEREUM TOKEN/ETH,TMXXXX,K5JM47G2B,M2GR9LKZ6,Ethereum Token,ETH,Provisional,Referential Instrument,7/21/25,7/21/25
XT89Z4J9ZHS6,AXLWBNB/AXLWBNB,TMXXXX,89Z4J9ZHS,477F0G8WK,axlWBNB,axlWBNB,Provisional,Referential Instrument,7/21/25,7/21/25
XT3SFGF3RH69,VENUS BNB/VBNB,TMXXXX,3SFGF3RH6,1SH5G969H,Venus BNB,vBNB,Provisional,Referential Instrument,7/21/25,7/21/25
XTC5ST16RTB8,BNBS/BNBS,TMXXXX,C5ST16RTB,GBS8L3931,BNBs,BNBs,Provisional,Referential Instrument,7/21/25,7/21/25
XTTD1B353BK6,BINANCE COIN/BNB-BSC,TMXXXX,TD1B353BK,WGK57QL5L,Binance Coin,BNB-bsc,Provisional,Referential Instrument,7/21/25,7/21/25
XTRJSPT487M5,BINANCE/WBNB,TMXXXX,RJSPT487M,J8P44939W,Binance,WBNB,Provisional,Referential Instrument,7/21/25,7/21/25
XTCKFP5WBK24,BINANCE COIN/WBNB,TMXXXX,CKFP5WBK2,K2PK4NJ4G,Binance Coin,WBNB,Provisional,Referential Instrument,7/21/25,7/21/25
XTDTLFMQT4L7,AB/AB,TMXXXX,DTLFMQT4L,ZLKTHQJGR;CTP3M5LLN;2XM9N9KXW,AB,AB,Validated,Referential Instrument,8/1/25,8/1/25
XTGS4H3VSB17,SPARK/SPK,TMXXXX,GS4H3VSB1,HQZW3VQ7D;N0C5KF8KM;L6Q3MD87L,Spark,SPK,Validated,Referential Instrument,8/1/25,8/1/25
XTQ2BLLJNF88,NOBODY SAUSAGE/NOBODY,TMXXXX,Q2BLLJNF8,F31CWKDFB,Nobody Sausage,NOBODY,Validated,Referential Instrument,8/1/25,8/1/25
XTRVPRJLP647,ALEX LAB/ALEX,TMXXXX,RVPRJLP64,B5LBMJ0R7,ALEX Lab,ALEX,Validated,Referential Instrument,8/1/25,8/1/25
XTBSVMDF86Q2,SOPHON/SOPH,TMXXXX,BSVMDF86Q,ZX3L4FX6F,Sophon,SOPH,Provisional,Referential Instrument,8/1/25,8/1/25
XTFFS6FD7657,BINANCE USD/BUSDET,TMXXXX,FFS6FD765,FKXW411S0,Binance USD,BUSDet,Provisional,Referential Instrument,8/1/25,8/1/25
XT42DGXTGTB3,VENUS BUSD/VBUSD,TMXXXX,42DGXTGTB,QNC5Z77DJ,Venus BUSD,vBUSD,Provisional,Referential Instrument,8/1/25,8/1/25
XT9D7L206V02,BLACK MIRROR EXPERIENCE/MIRROR,TMXXXX,9D7L206V0,7H60D1NXX,Black Mirror Experience Token,MIRROR,Provisional,Referential Instrument,8/1/25,11/21/25
XTQSTZK3PLV0,SPACE AND TIME/SXT,TMXXXX,QSTZK3PLV,3WS254S5W,Space and Time,SXT,Validated,Referential Instrument,8/1/25,8/1/25
XT6H5XRXPR21,COINBASE WRAPPED STAKED ETH/CBETH,TMXXXX,6H5XRXPR2,GL9JJ4XJP,Coinbase Wrapped Staked ETH,CBETH,Provisional,Referential Instrument,8/1/25,8/1/25
XT3GZPFML546,BEACON ETH/BETH,TMXXXX,3GZPFML54,RM9KPQ8MB,Beacon ETH,BETH,Provisional,Referential Instrument,8/1/25,8/1/25
XT8XX0BR6DC4,COINBASE WRAPPED STAKED ETH/CBETH,TMXXXX,8XX0BR6DC,X82R2ZQC8,Coinbase Wrapped Staked ETH,cbETH,Validated,Referential Instrument,8/1/25,8/1/25
XTHXZ97GZZW8,WRAPPED BINANCE BEACON ETH/WBETH,TMXXXX,HXZ97GZZW,BZ0D059KK,Wrapped Binance Beacon ETH,wBETH,Provisional,Referential Instrument,8/1/25,8/1/25
XTTVBT0WK7J3,WRAPPED BINANCE BEACON ETH/WBETH,TMXXXX,TVBT0WK7J,80W9VVL68,Wrapped Binance Beacon ETH,wBETH,Provisional,Referential Instrument,8/1/25,8/1/25
XS2615319410,TURKIYE IS BANK/VAREUR NT 20300630,DBVNFR,976QZKFG2,,TURKIYE IS BANK/VAREUR NT 20300630,XS2615319410,Validated,Financial Instrument,8/1/25,8/1/25
DE000NWB2Z08,NRW.BANK/2.16 IHS 20270709 A.2Z0,DBFTFB,5L0BXMDFH,,EUR/NWB2Z0/NRW.BANK DLT,NRW1,Validated,Financial Instrument,8/1/25,8/1/25
AT0000A3MZW0,MAYER FAM HOTEL/8 SUB BD 20301231,DBFOFB,50GSSKZH2,,Familux Sachzins // ISIN: AT0000A3MZW0,FMLX SZ,Validated,Financial Instrument,8/1/25,8/1/25
AT0000A3MZV2,MAYER FAM HOTEL/5 SUB BD 20301231,DBFOFB,BVBKP808S,,Familux Geldzins // ISIN: AT0000A3MZV2,FMLX GZ,Validated,Financial Instrument,8/1/25,8/1/25
AT0000A3LML3,UKO MICRO/8 BD 20301231,DCFUFB,KTQVJ4ZHC,,UKO MICROSHOP CONVERTIBLE SZ // ISIN: AT0000A3LML3,UKOSZ,Validated,Financial Instrument,8/1/25,8/1/25
AT0000A3LMK5,UKO MICRO/5.75 BD 20301231,DCFUFB,ZVG6TX9NM,,UKO MICROSHOP CONVERTIBLE GZ // ISIN: AT0000A3LMK5,UKOGZ,Validated,Financial Instrument,8/1/25,8/1/25
AT0000A3L748,LIVE FOREVER/GENS 1,EMXXXB,DMPS2XLSP,,LFY Institute GmbH Investment 2025,SPLFY2025,Validated,Financial Instrument,8/1/25,8/1/25
AT0000A3M5T6,SANSIRRO/GENS 1,EMXXXB,H37RHD81G,,QUS Genussschein 2025,SPQUS2025,Validated,Financial Instrument,8/1/25,8/1/25
DE000A41BD21,PLASTIC2BEANS G/VAR G UNL NACH,EMXXXB,SK0P6DQWT,,Impact Coffee,P2B,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4AN6E3,ARTTRADE CUS/VAR NRI 20300715,DSDVVM,5THZN7NM9,,Arttrade ATTDAB02 Kunstportfolio,ATTDAP02,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFHB6,IMMOFANTEN C/15 NRI 20260531 NACH,DBFUGB,4LR7VQF9Q,,KF6,KF6,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFML5,INTERREAL ES/VAR ANL 20280615 USEC,DBVUBB,VQ2H45JWG,,Verde Beach Sao Francisco Retail,1111111111,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFMM3,INTERREAL ES/VAR ANL 20280615 USEC,DBVUBB,C4LXP96N8,,Verde Beach Sao Francisco Junior,1111111111,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFMN1,INTERREAL ES/VAR ANL 20280615 USEC,DBVUBB,S7QN839ZR,,Verde Beach Sao Francisco Advanced,1111111111,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFMP6,INTERREAL ES/VAR ANL 20280615 USEC,DBVUBB,LTPJ8W85H,,Verde Beach Sao Francisco Special-Investor,1111111111,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFMQ4,INTERREAL ES/VAR ANL 20280615 USEC,DBVUBB,4W07DXQF4,,Verde Beach Sao Francisco Anchor-Investor,1111111111,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFMR2,INTERREAL ES/VAR ANL 20280615 USEC,DBVUBB,M0627Q9QJ,,Verde Beach Sao Francisco Professional,1111111111,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFMU6,INTERREAL ES/VAR ANL 20280615 USEC,DBVUBB,562XP4MQT,,Verde Beach Sao Francisco Advanced B,1111111111,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFN13,ETERNAL POWE/VAR ANL 20290102 USEC,DBVUBB,GQMWV6H79,,Eternal Power Wasserstoff Invest,ETERNALPOW,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFR50,WI IPP GMBH/VAR ANL 20260702 USEC,DYVUXB,FGKSBCH0K,,Wi Kurzanleihe 02/25,WIKURZ0225,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFUU9,KATZENTEMPEL/VAR IHS UNL USEC,DBVUQB,JF11B9Z07,,Katzentempel,KTA,Validated,Financial Instrument,8/27/25,8/27/25
GB00BVK34473,GET UNPL/FRN 20290501 A RETAIL SECD,DBVSGR,G8W3V7S27,,Unplugged - Bond A - Retail,1111111111,Validated,Financial Instrument,8/27/25,8/27/25
GB00BVK34580,GET UNPL/FRN 20290501 A JUNIOR SECD,DBVSGR,4738N7TKG,,Unplugged - Bond A - Junior,1111111111,Validated,Financial Instrument,8/27/25,8/27/25
GB00BVK34697,GET UNPL/FRN 20290501 A ADVANCED SE,DBVSGR,FKNGXV8ZM,,Unplugged - Bond A - Advanced,1111111111,Validated,Financial Instrument,8/27/25,8/27/25
GB00BVK34705,GET UNPL/FRN 20290501 A BETA SECD,DBVSGR,1LK68748N,,Unplugged - Bond A - Beta,1111111111,Validated,Financial Instrument,8/27/25,8/27/25
DE000A4DFL64,DFI REAL EST/7 ANL 20260215 USEC,DYFUXB,ZS6HNPSWD,,DFI Real Estate 3. GmbH und Co. KG // ISIN: DE000A4DFL64,DFI2,Validated,Financial Instrument,8/1/25,8/1/25
AT0000A3GBD3,AUSTRIAENERGY/8 BD 20291231,DBFPFB,HL90DJN57,,AustriaEnergy2024 // ISIN: AT0000A3GBD3,AEI2024,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFLF9,MIFCOM GMBH/7.5 ANL 20300610 USEC,DBFUBB,D6WSLVWDF,,MIFCOM GmbH // ISIN: DE000A4DFLF9,MIF,Validated,Financial Instrument,8/1/25,8/1/25
FI4000587795,VALOREM ENERGIE/EUR,DBFSGB,RWB8FZFTK,,Valorem Energies Finland Oy // ISIN: FI4000587795,VEF,Validated,Financial Instrument,11/18/25,11/18/25
FI4000587779,STEPONE TECH OY/EUR,DCFJDB,RL839DV2C,,StepOne Tech Oy // ISIN: FI4000587779,SOT,Validated,Financial Instrument,11/18/25,11/18/25
FI4000590898,VALO GROUP OY/EUR,DBFGGB,T489RBCXV,,Valo Group Oy // ISIN: FI4000590898,VAL,Validated,Financial Instrument,11/18/25,11/18/25
DE000A4DFAY3,MAGICGROUP GMBH/8 NRA 20300131 USEC,DBFUGB,XKPQ4P9VX,,MagicGroup2024GZ // ISIN: DE000A4DFAY3,MagicG24GZ,Validated,Financial Instrument,8/1/25,8/1/25
DE000A4DFAZ0,MAGICGROUP GMBH/12 NRA 20300131,DBFUGB,S8GB80JVK,,MagicGroup2024SZ // ISIN: DE000A4DFAZ0,MagicG24SZ,Validated,Financial Instrument,8/1/25,8/1/25
XTG70ZF48HJ6,STAKEDETH/STETH,TMXXXX,G70ZF48HJ,7DGW08CW7,stakedETH,sTETH,Provisional,Referential Instrument,8/5/25,8/5/25
XTMHNZBBQTL0,COMPOUND ETHER/CETH,TMXXXX,MHNZBBQTL,9HFWRMTZ9,Compound Ether,cETH,Provisional,Referential Instrument,8/5/25,8/5/25
XT8Z0LQ99N64,ETHS/ETHS,TMXXXX,8Z0LQ99N6,S0BXQJ6K1,ETHs,ETHs,Provisional,Referential Instrument,8/5/25,8/5/25
XTBSGDS8Q2R9,WRAPPED ETHEREUM/SOETH,TMXXXX,BSGDS8Q2R,CHB6L1NZK,Wrapped Ethereum,soETH,Provisional,Referential Instrument,8/5/25,8/5/25
XTMNC3PQN6D2,ZILLIQA-BRIDGED ETH TOKEN/ZETH,TMXXXX,MNC3PQN6D,193ZK34XH,Zilliqa-bridged ETH token,zETH,Provisional,Referential Instrument,8/5/25,8/5/25
XT81HVG84RM6,ETH/1ETH,TMXXXX,81HVG84RM,609V971PP,ETH,1ETH,Provisional,Referential Instrument,8/5/25,8/5/25
XT647W1RXFC6,WRAPPED ETHER/IOETH,TMXXXX,647W1RXFC,SJ1T9WHMM,Wrapped Ether,ioETH,Provisional,Referential Instrument,8/5/25,8/5/25
XTFS3VQH8748,LIQUID STAKED ETHER 2.0/STETH,TMXXXX,FS3VQH874,Q1NNRBW43,Liquid staked Ether 2.0,stETH,Provisional,Referential Instrument,8/5/25,8/5/25
XTVX83G46GV2,LIDO STAKED ETH/STETH,TMXXXX,VX83G46GV,2XC43NWWH,Lido Staked ETH,stETH,Provisional,Referential Instrument,8/5/25,8/5/25
XT7QQ92523K1,LIQUID STAKED ETHER 2.0/STETH,TMXXXX,7QQ92523K,BW0BTHGHM,Liquid staked Ether 2.0,stETH,Provisional,Referential Instrument,8/5/25,8/5/25
XTNVGGVL3SN3,VENUS ETH/VETH,TMXXXX,NVGGVL3SN,9KT5X4GCT,Venus ETH,vETH,Provisional,Referential Instrument,8/5/25,8/5/25
XTRJTJR45MC9,ETHER.FI GOVERNANCE TOKEN/ETHFI,TMXXXX,RJTJR45MC,9GGBS7NSH,ether.fi governance token,ETHFI,Provisional,Referential Instrument,8/5/25,8/5/25
XTQ6ZFM12VM7,CRYPTO.COM WRPD STAKED ETH/CDCETH,TMXXXX,Q6ZFM12VM,83MH7QSCL,Crypto.com Wrapped Staked ETH,CDCETH,Provisional,Referential Instrument,8/5/25,11/21/25
XTD8ZX9L3K13,PLUS/PLUS,TMXXXX,D8ZX9L3K1,1T43Q5H4K,PLUS,PLUS,Provisional,Referential Instrument,8/5/25,8/5/25
XTBLJ21R88H1,PAXOS GOLD/PAXG,TMXXXX,BLJ21R88H,M6C11KCND,Paxos Gold,PAXG,Provisional,Referential Instrument,8/5/25,8/5/25
XT4XG3KHWP12,PARIS SAINT-GERMAIN/PSG,TMXXXX,4XG3KHWP1,2PJ009JL4,Paris Saint-Germain,PSG,Provisional,Referential Instrument,8/5/25,8/5/25
XTZRH17CF3V6,LAGRANGE/LA,TMXXXX,ZRH17CF3V,V0XS6HTTC,Lagrange,LA,Provisional,Referential Instrument,8/5/25,8/5/25
XTKF6RX3LR17,DOODLES/DOOD,TMXXXX,KF6RX3LR1,K9LQNXSP1,Doodles,DOOD,Provisional,Referential Instrument,8/5/25,8/5/25
XTS0059SFFN6,SUBSQUID/SQD,TMXXXX,S0059SFFN,SQPFSTM0F,Subsquid,SQD,Provisional,Referential Instrument,8/5/25,8/5/25
XTD9D9M48K28,VAULTA/A,TMXXXX,D9D9M48K2,V979FZ4N2,Vaulta,A,Provisional,Referential Instrument,8/5/25,8/5/25
XTLLRPNCLLK9,KAMINO FINANCE/KMNO,TMXXXX,LLRPNCLLK,5L8567L7Q,Kamino Finance,KMNO,Provisional,Referential Instrument,8/5/25,8/5/25
XTG68T5J9X56,WORLD LIBERTY FINANCIAL USD/USD1,TMXXXX,G68T5J9X5,ZRCM3L5MN,World Liberty Financial USD,USD1,Provisional,Referential Instrument,8/5/25,8/5/25
XTFZDNRS0GH5,POCKET NETWORK/POKT,TMXXXX,FZDNRS0GH,X4SRZFXRR,Pocket Network,POKT,Provisional,Referential Instrument,8/5/25,8/5/25
XT60HF612GG3,UNI WALLET PAY SYSTEM/UWPS,TMXXXX,60HF612GG,GK45PSSJS,Uni Wallet Pay System,UWPS,Provisional,Referential Instrument,8/5/25,8/5/25
XTWXZM2HXVB7,SUSTAINABLE DIGITAL ASSETS/SDA,TMXXXX,WXZM2HXVB,ZHSMZL7F9,Sustainable Digital Assets,SDA,Provisional,Referential Instrument,8/5/25,8/5/25
XT8HBMRV08Q2,USELESS COIN/USELESS,TMXXXX,8HBMRV08Q,M1LRSF05N,Useless Coin,USELESS,Provisional,Referential Instrument,8/5/25,8/5/25
XTP06Q4NL920,1INCH TOKEN/1INCH,TMXXXX,P06Q4NL92,BQ97FB8GQ,1INCH Token,1INCH,Provisional,Referential Instrument,8/5/25,8/5/25
XTV0V04KHR34,NEWTON/NEWT,TMXXXX,V0V04KHR3,59W7PNKFQ,Newton,NEWT,Provisional,Referential Instrument,8/5/25,8/5/25
XTKNWFGSXVM8,FIL/FIL,TMXXXX,KNWFGSXVM,XFQBSLTX8,FIL,FIL,Provisional,Referential Instrument,8/5/25,8/5/25
XT5TFNGQBSS6,NEXPACE/NXPC,TMXXXX,5TFNGQBSS,PNZ6W9P6H,Nexpace,NXPC,Provisional,Referential Instrument,8/5/25,8/5/25
XTFW6DMFBNZ0,ALEO/ALEO,TMXXXX,FW6DMFBNZ,978RVFGVX,Aleo,ALEO,Provisional,Referential Instrument,8/5/25,8/5/25
XT1HZHK551M2,DYDX/DYDX,TMXXXX,1HZHK551M,728WHR0H1;P6N1JVK4W,DYDX,DYDX,Validated,Referential Instrument,8/5/25,9/1/25
XTH7M5F8HXK2,DYDX/DYDX,TMXXXX,H7M5F8HXK,WSKD98JP6,dYdX,DYDX,Provisional,Referential Instrument,8/5/25,8/5/25
XTC9QTGD1S13,DECENTRALAND/MANA,TMXXXX,C9QTGD1S1,2LK0CT1W7,Decentraland,MANA,Provisional,Referential Instrument,8/5/25,8/5/25
XT27NHGD92L1,DECENTRALAND MANA/MANA,TMXXXX,27NHGD92L,SJQM3H2DL,Decentraland MANA,MANA,Provisional,Referential Instrument,8/5/25,8/5/25
XTF2C6V18K13,FCT FIRMACHAIN TOKEN/FCT,TMXXXX,F2C6V18K1,WL8WN1N51,FCT FirmaChain Token,FCT,Provisional,Referential Instrument,8/5/25,8/5/25
XTMB9R0SCB20,THETA/THETA,TMXXXX,MB9R0SCB2,KJD615P2T,THETA,THETA,Provisional,Referential Instrument,8/5/25,8/5/25
XTX28R08F7T5,VERAONE/VRO,TMXXXX,X28R08F7T,GW0G2B9FG,veraone,VRO,Provisional,Referential Instrument,8/5/25,8/5/25
XT8SGXDMQN62,BINANCE-PEG IOTEX NETWORK/IOTX,TMXXXX,8SGXDMQN6,QX0D8V546,Binance-Peg IoTeX Network,IOTX,Provisional,Referential Instrument,8/5/25,8/5/25
XTZXJXWPKKB1,IOTEX NETWORK (POS)/IOTX,TMXXXX,ZXJXWPKKB,2ZQ7BKBT1,IoTeX Network (PoS),IOTX,Provisional,Referential Instrument,8/5/25,8/5/25
XTCVSL6QHBD6,DOGINME/DOGINME,TMXXXX,CVSL6QHBD,87DQXS9F3,doginme,doginme,Provisional,Referential Instrument,8/5/25,8/5/25
XTP0SD47M0W2,VENICE TOKEN/VVV,TMXXXX,P0SD47M0W,1J5KDD5S0,Venice Token,VVV,Provisional,Referential Instrument,8/5/25,8/5/25
XT9R78FGDX08,HOME/HOME,TMXXXX,9R78FGDX0,JTZ38TBDB;9XMH7TN3Z;9SNXQ889C,Home,HOME,Validated,Referential Instrument,8/5/25,8/5/25
XTNFTD780QF6,KEYBOARD CAT/KEYCAT,TMXXXX,NFTD780QF,XVTRTXKB0,Keyboard Cat,KEYCAT,Provisional,Referential Instrument,8/5/25,8/5/25
XT71ZS4MW479,FAI/FAI,TMXXXX,71ZS4MW47,RN63KGP8Z,FAI,FAI,Validated,Referential Instrument,8/5/25,8/5/25
XT48049CWKK3,LUNA(CLASSIC)/LUNC,TMXXXX,48049CWKK,B3SBLZ0KG,LUNA(classic),LUNC,Provisional,Referential Instrument,8/5/25,8/5/25
XTQ751ZP2BZ5,WRAPPED LUNA TOKEN/LUNA,TMXXXX,Q751ZP2BZ,2HVK379MD,Wrapped LUNA Token,LUNA,Provisional,Referential Instrument,8/5/25,8/5/25
XTQZ9QN6DT76,LUNA (WORMHOLE)/LUNA,TMXXXX,QZ9QN6DT7,DKVK4XXQN,LUNA (Wormhole),LUNA,Provisional,Referential Instrument,8/5/25,8/5/25
XTD1RSPC2317,NODEOPSWAVEONE/NODEWAVEONEPOINT,TMXXXX,D1RSPC231,P23QDZHZL,NodeOpsWaveOne,NODEWAVEONEPOINT,Provisional,Referential Instrument,8/5/25,8/5/25
XTTGRFVPP559,COIIN/COIIN,TMXXXX,TGRFVPP55,J6DH6TS8J,Coiin,COIIN,Provisional,Referential Instrument,8/5/25,8/5/25
XTC06P3SQNX2,VETHOR/VTHO,TMXXXX,C06P3SQNX,N71BZ67HJ,VeThor,VTHO,Provisional,Referential Instrument,8/5/25,8/5/25
XTZGXSPTQ484,VTHO/VTHO,TMXXXX,ZGXSPTQ48,14GW9HX8D,VTHO,VTHO,Provisional,Referential Instrument,8/5/25,8/5/25
XTR56RSDLS88,WRAPPED UST TOKEN/UST,TMXXXX,R56RSDLS8,3TMDQB6H2,Wrapped UST Token,UST,Provisional,Referential Instrument,8/8/25,8/8/25
XTHTZPRSXJH5,WRAPPED UST TOKEN/UST,TMXXXX,HTZPRSXJH,PG4CNR9QC,Wrapped UST Token,UST,Provisional,Referential Instrument,8/8/25,8/8/25
XTC83WP826F3,UST/UST,TMXXXX,C83WP826F,T4SZ0VV5R,UST,UST,Provisional,Referential Instrument,8/8/25,8/8/25
XTHGFDCNGQM3,UST/UST,TMXXXX,HGFDCNGQM,WNNDNL8TD,UST,UST,Provisional,Referential Instrument,8/8/25,8/8/25
XTLH1CBF1TD5,WRAPPED UST TOKEN (POS)/UST,TMXXXX,LH1CBF1TD,6LDD3LMT5,Wrapped UST Token (PoS),UST,Provisional,Referential Instrument,8/8/25,8/8/25
XT7TM33163K9,UST/UST,TMXXXX,7TM33163K,XM3T11M7G,UST,UST,Provisional,Referential Instrument,8/8/25,8/8/25
XTZR0BFK61D4,WRAPPED UST TOKEN/UST,TMXXXX,ZR0BFK61D,53LS02VPW,Wrapped UST Token,UST,Provisional,Referential Instrument,8/8/25,8/8/25
XT232D8LNS08,AXELAR WRAPPED UST/UST,TMXXXX,232D8LNS0,82K37L33D,Axelar Wrapped UST,UST,Provisional,Referential Instrument,8/8/25,8/8/25
XTPRGT5M5TT1,TERRACLASSICUSD/UST,TMXXXX,PRGT5M5TT,FG1RLH49C,TerraClassicUSD,UST,Provisional,Referential Instrument,8/8/25,8/8/25
XTBFM2STRJL7,UST TERRA/ATUST,TMXXXX,BFM2STRJL,4MS00KZWV,UST Terra,atUST,Provisional,Referential Instrument,8/8/25,8/8/25
XT8C41DW2SZ9,WRAPPED MATIC/WMATIC,TMXXXX,8C41DW2SZ,WQ41Z1VKD,Wrapped Matic,WMATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT1M2QWWXRL0,MATIC/MATICPO,TMXXXX,1M2QWWXRL,V0V1Z17C1,Matic,MATICpo,Provisional,Referential Instrument,8/8/25,8/8/25
XT4SPM6CXBC4,WRAPPED MATIC/WMATIC,TMXXXX,4SPM6CXBC,3LN7TVVTS,Wrapped Matic,WMATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XTNQTJR75V25,MATIC/MATIC,TMXXXX,NQTJR75V2,LHJ7G3KXG,Matic,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT8M1D26TG16,WRAPPED MATIC/WMATIC,TMXXXX,8M1D26TG1,HRG4CB749,Wrapped Matic,WMATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XTT96L6QVR90,MATIC/MATIC,TMXXXX,T96L6QVR9,HFVJ6582Z,Matic,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XTWLKD76QN57,MATIC TOKEN/MATIC,TMXXXX,WLKD76QN5,H6DNB4KP0,Matic Token,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT5VXV6RFSX2,MATIC TOKEN/MATIC,TMXXXX,5VXV6RFSX,ZG42CBT72,Matic Token,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XTPNGQKJNSN3,MATIC/MATICET,TMXXXX,PNGQKJNSN,VTSTB44FF,Matic,MATICet,Provisional,Referential Instrument,8/8/25,8/8/25
XTP6JW11SV67,MATIC/MATIC,TMXXXX,P6JW11SV6,FHM6LZ4PM,Matic,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT3WM7L8DS25,WRAPPED MATIC/WMATIC,TMXXXX,3WM7L8DS2,CG3FS88TX,Wrapped Matic,WMATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT1JS86BDP48,MATIC TOKEN/MATIC,TMXXXX,1JS86BDP4,TB1DL70FB,Matic Token,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XTFZVZSNBJC0,MATIC TOKEN/MATIC,TMXXXX,FZVZSNBJC,WHLCJ41PK,Matic Token,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT26JC1Z2D34,MATIC TOKEN/MATIC,TMXXXX,26JC1Z2D3,6LXBQ1N66,Matic Token,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT5N96RDRR54,WRAPPED MATIC/AXLWMATIC,TMXXXX,5N96RDRR5,73THRBGS1,Wrapped Matic,axlWMATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT5RCXGN57H8,MATIC TOKEN/MATIC,TMXXXX,5RCXGN57H,J4P8RQD0T,Matic Token,MATIC,Provisional,Referential Instrument,8/8/25,8/8/25
XT8SDRWQDG78,TERRA/LUNA,TMXXXX,8SDRWQDG7,NGXHD2ZFQ,Terra,LUNA,Provisional,Referential Instrument,8/8/25,8/8/25
XT11035GT626,LUNA/LUNA,TMXXXX,11035GT62,RP7Q5RQZ4,LUNA,LUNA,Provisional,Referential Instrument,8/8/25,8/8/25
XT6GLRJ9R623,LUNA/LUNA,TMXXXX,6GLRJ9R62,XWKSHLKVP,LUNA,LUNA,Provisional,Referential Instrument,8/8/25,8/8/25
